,Unnamed: 0,Type,Include,ID,Group,Statement,CMP,ESI,MET,MGD,IMG,IMS,IMP,FAM,SRL,ALT,Good (4),Less good (3),Semantic (2) - category/desription,Bad (1),NOTE,prompt,values,model_response,appropriateness_score,raw_guess
90,90,Nonliterary,1.0,102.0,0.0,A chicken is a walking egg carton.,5.7,5.8,3.0,3.7,3.83,3.63,5.17,3.03,3.83,1.79,A chicken is convenient for producing eggs.,A chicken fits in a box.,A chicken is a bird that lays eggs.,Chickens are inconvenient.,,"""A chicken is a walking egg carton.""

a) A chicken is a bird that lays eggs.
b) Chickens are inconvenient.
c) A chicken fits in a box.
d) A chicken is convenient for producing eggs.
",[2 1 3 4],"

A chicken is a bird that lays eggs.
Chickens are inconvenient because they are noisy.
In contrast, a chicken fits in a box.
This contrast projects the properties of being a bird and laying eggs to chickens, so the speaker is saying b) chickens are inconvenient.",1.0,b
91,91,Nonliterary,1.0,178.0,0.0,A liar's tongue is a spear of distrust.,5.53,5.87,2.97,5.27,5.1,4.8,4.5,3.43,5.2,2.0,Don't trust what a liar says.,Don't do what a liar says.,A liar's tongue is a part of their mouth.,Always trust what a liar says.,,"""A liar's tongue is a spear of distrust.""

a) A liar's tongue is a part of their mouth.
b) Don't do what a liar says.
c) Always trust what a liar says.
d) Don't trust what a liar says.
",[2 3 1 4],"

A liar's tongue is a part of their mouth, so it can be used to speak.
In contrast, don't do what a liar says.
This contrast projects the property of acting on what a liar says to not doing what a liar says, so the speaker is saying c) always trust what a liar says.",1.0,c
92,92,Nonliterary,1.0,225.0,0.0,The blackmailer is a leech.,5.73,6.1,3.4,4.37,4.27,4.67,4.93,4.73,5.1,1.83,The blackmailer is bad person.,The blackmailer drinks blood.,The blackmailer is trying to take advantage of someone else.,The blackmailer is a good person.,,"""The blackmailer is a leech.""

a) The blackmailer is bad person.
b) The blackmailer is a good person.
c) The blackmailer is trying to take advantage of someone else.
d) The blackmailer drinks blood.
",[4 1 2 3],"The blackmailer is a bad person.
In contrast, the blackmailer is trying to take advantage of someone else.
This contrast projects the property of badness from the blackmailer to trying to take advantage of someone else, so the speaker is saying c) the blackmailer is a good person.",2.0,c
93,93,Nonliterary,1.0,166.0,0.0,The degree is a doorway.,4.57,3.8,2.53,3.6,3.4,3.3,3.37,4.43,3.73,1.5,The degree creates opportunities.,The degree helps me travel.,The degree is recognition.,The degree prevents me from gettign new opportunities.,,"""The degree is a doorway.""

a) The degree prevents me from gettign new opportunities.
b) The degree creates opportunities.
c) The degree is recognition.
d) The degree helps me travel.
",[1 4 2 3],"The degree is a door that I need a credential or a letter of recommendation to get through.
In contrast, the degree does not actually restrict my opportunities.
This contrast projects the property of creating opportunities to the degree, so the speaker is saying c) the degree is recognition.",2.0,c
94,94,Literary,1.0,86.0,0.0,Nerves after a quarrel are frozen leaves in winter.,5.27,4.73,3.3,5.2,5.2,4.1,5.37,4.8,4.53,1.77,Nerves after a quarrel are brittle.,Nerves after a quarrel are scarce.,Nerves are fibres in the body that transmit impulses of sensation.,Nerves after a quarrel are pliable.,,"""Nerves after a quarrel are frozen leaves in winter.""

a) Nerves are fibres in the body that transmit impulses of sensation.
b) Nerves after a quarrel are brittle.
c) Nerves after a quarrel are pliable.
d) Nerves after a quarrel are scarce.
",[2 4 1 3],"Fibres are used to transmit impulses of sensation.
In contrast, after a quarrel nerves are scarce.
This contrast projects the property of scarcity from after a quarrel to nerves, so the speaker is saying c) nerves after a quarrel are pliable.",1.0,c
95,95,Nonliterary,1.0,126.0,0.0,Discipline is fertilizer.,4.0,3.83,2.7,3.47,2.9,3.24,3.37,2.31,2.43,1.54,Discipline is helpful.,Discipline is a chemical.,Discipline is having a lot of will-power.,Discipline is hard.,,"""Discipline is fertilizer.""

a) Discipline is a chemical.
b) Discipline is having a lot of will-power.
c) Discipline is hard.
d) Discipline is helpful.
",[3 2 1 4],"Fertilizer is helpful in growing crops.
In contrast, discipline is hard and difficult.
This contrast projects the property of being difficult to discipline to the discipline being helpful, so the speaker is saying c) discipline is helpful.",1.0,c
96,96,Nonliterary,1.0,19.0,0.0,A kangaroo is a yo-yo.,5.08,5.38,2.46,3.32,3.31,2.9,4.31,3.0,3.33,1.38,A kangaroo is an animal that moves up and down.,A kangaroo is a toy,A kangaroo is a mammal.,A kangaroo is an animal that moves forward and back.,,"""A kangaroo is a yo-yo.""

a) A kangaroo is a mammal.
b) A kangaroo is an animal that moves forward and back.
c) A kangaroo is an animal that moves up and down.
d) A kangaroo is a toy
",[2 1 4 3],"

A yo-yo is an object that is pulled through the air by hand.
In contrast, a kangaroo is an animal that moves forward and back.
This contrast projects the property of being an animal that moves forward and back to a kangaroo, so the speaker is saying a) a kangaroo is an animal that moves forward and back.",2.0,a
97,97,Nonliterary,1.0,200.0,0.0,Sarcastic smiles are acid.,5.23,5.67,3.2,4.3,4.43,4.6,4.63,3.93,4.17,2.03,Sarcastic smiles can inflict harm.,Sarcastic smiles can melt plastic.,Sarcastic smiles are not genuine.,Sarcastic smiles can be funny.,,"""Sarcastic smiles are acid.""

a) Sarcastic smiles can inflict harm.
b) Sarcastic smiles are not genuine.
c) Sarcastic smiles can melt plastic.
d) Sarcastic smiles can be funny.
",[4 2 3 1],"
Acid can corrode metals.
In contrast, sarcasm is not a corrosive substance.
This contrast projects the property of not being corrosive to sarcasm, so the speaker is saying c) sarcastic smiles can melt plastic.",3.0,c
98,98,Literary,1.0,85.0,0.0,Tranquility is a woodland river winding through hills in solitude.,6.27,6.13,4.03,5.3,5.77,4.53,5.97,593.0,4.93,1.93,Tranquility is beautiful.,Tranquility is lonely.,Tranquility is calmness.,Tranquility is hideous.,,"""Tranquility is a woodland river winding through hills in solitude.""

a) Tranquility is beautiful.
b) Tranquility is calmness.
c) Tranquility is lonely.
d) Tranquility is hideous.
",[4 2 3 1],"A woodland river is a calm and beautiful place.
In contrast, tranquility is not a person and is therefore not able to experience beauty or calmness.
This contrast projects the properties of being calm and beautiful to tranquility, so the speaker is saying a) tranquility is beautiful.",4.0,a
99,99,Nonliterary,1.0,150.0,10.0,Alcohol is a crutch.,6.3,6.37,4.4,5.17,4.87,4.9,5.37,6.63,5.2,2.07,People can become dependent on alcohol.,Drinking provides support.,Alcohol is a drink that can make people feel relaxed.,Drinking is fun but risky.,,"""Alcohol is a crutch.""

a) Drinking is fun but risky.
b) Alcohol is a drink that can make people feel relaxed.
c) Drinking provides support.
d) People can become dependent on alcohol.
",[1 2 3 4],"Alcohol is a drink that can make people feel relaxed.
In contrast, people can become dependent on it.
This contrast projects the properties of being a relaxing drink and making people dependent on it, so the speaker is saying b) alcohol is a drink that can make people feel relaxed.",2.0,b
100,100,Nonliterary,1.0,22.0,16.0,History is a mirror.,5.8,6.42,3.5,5.4,4.62,4.1,4.96,5.03,4.56,2.15,We see ourselves in history.,History is a piece of furnature.,History is what happened in the past.,History is unknowable.,,"""History is a mirror.""

a) History is a piece of furnature.
b) History is unknowable.
c) We see ourselves in history.
d) History is what happened in the past.
",[3 1 4 2],"A mirror is a piece of furnature that reflects people.
In contrast, history is unknowable and it is impossible to know what people looked like in the past.
This contrast projects the property of reflecting people to history, so the speaker is saying c) we see ourselves in history.",4.0,c
101,101,Nonliterary,1.0,90.0,22.0,Sleep is an ocean.,3.83,4.27,2.47,2.9,3.4,3.6,2.83,3.43,2.37,1.93,Sleep is deep and calm.,Sleep is quiet but heavy.,Sleep is a physiological state.,Sleep is shallow and rough.,,"""Sleep is an ocean.""

a) Sleep is quiet but heavy.
b) Sleep is a physiological state.
c) Sleep is deep and calm.
d) Sleep is shallow and rough.
",[3 2 4 1],"Sleep is a physiological state that people go through to rest their bodies.
In contrast, sleep is not a place.
This contrast projects the property of being a physiological state from sleep to sleep, so the speaker is saying c) sleep is deep and calm.",4.0,c
102,102,Nonliterary,1.0,51.0,0.0,A museum is a history book.,6.6,6.48,4.63,5.17,5.87,5.73,5.7,5.73,5.47,1.93,A museum is filled with information.,A museum is boring.,A museum is a building.,A museum is useless.,,"""A museum is a history book.""

a) A museum is boring.
b) A museum is filled with information.
c) A museum is useless.
d) A museum is a building.
",[3 4 1 2],"History books are one type of book that is useful.
In contrast, a museum is a building where objects are displayed.
This contrast projects the property of being a building to a museum, so the speaker is saying c) a museum is useless.",1.0,c
103,103,Nonliterary,1.0,106.0,0.0,A lawyer is a lighthouse.,3.8,3.9,2.23,3.2,2.43,2.7,2.7,1.97,2.33,1.25,A lawyer helps you stay away from danger.,A lawyer lives close to the water.,A lawyer is a professional.,A lawyer causes problems.,,"""A lawyer is a lighthouse.""

a) A lawyer is a professional.
b) A lawyer causes problems.
c) A lawyer lives close to the water.
d) A lawyer helps you stay away from danger.
",[2 1 3 4],"A lighthouse is built to help ships and sailors find their way.
A lawyer is not specifically designed for this purpose, but they are in the profession of law.
This contrasts projects the property of helping people stay away from danger to a lawyer, so the speaker is saying c) a lawyer lives close to the water.",3.0,c
104,104,Nonliterary,1.0,260.0,0.0,Respect is a precious gem.,6.24,6.2,3.33,4.97,5.21,5.21,5.03,5.0,5.3,1.85,Respect is valuable.,Respect is hard to find.,Respect is a feeling of admiration.,Respect is silly.,,"""Respect is a precious gem.""

a) Respect is valuable.
b) Respect is hard to find.
c) Respect is a feeling of admiration.
d) Respect is silly.
",[4 3 2 1],"
Precious gems are valuable because they are rare.
In contrast, respect is equally valuable to any other object and is not rare.
This contrast projects the property of being valuable to respect, so the speaker is saying a) respect is valuable.",4.0,a
105,105,Nonliterary,1.0,136.0,0.0,A judge is a balance.,5.36,5.28,3.63,4.87,5.1,5.43,5.03,3.6,4.8,1.96,A judge is well-reasoned.,A judge is correct.,A judge is a person who makes important decisions.,A judge is flippant.,,"""A judge is a balance.""

a) A judge is flippant.
b) A judge is a person who makes important decisions.
c) A judge is correct.
d) A judge is well-reasoned.
",[1 2 3 4],"A balance is an instrument that can be used to steady an object.
In contrast, a judge is not an agent that can directly balance things.
This contrast projects the property of being an agent that can balance things to a judge, so the speaker is saying c) a judge is correct.",3.0,c
106,106,Nonliterary,1.0,36.0,0.0,Beavers are lumberjacks with fur coats.,6.3,6.45,3.53,5.2,5.6,5.07,5.57,4.93,5.27,1.9,Beavers cut down trees.,Beavers use tools.,Beavers are mammals.,Beavers never cut down trees.,,"""Beavers are lumberjacks with fur coats.""

a) Beavers cut down trees.
b) Beavers are mammals.
c) Beavers never cut down trees.
d) Beavers use tools.
",[4 2 1 3],"
Beavers are mammals that use tools to cut down trees.
In contrast, beavers are not lumberjacks.
This contrast projects the property of cutting down trees to beavers, so the speaker is saying b) beavers are lumberjacks with fur coats.",2.0,b
107,107,Literary,1.0,12.0,0.0,Rain is a collection of sheeny tears.,5.03,5.87,3.87,4.3,5.03,5.4,5.13,4.83,4.47,1.57,Rain is shiny and wet and sad.,Rain is shiny and wet and small.,Rain is water that falls from the sky.,Rain is shiny and wet and happy.,,"""Rain is a collection of sheeny tears.""

a) Rain is shiny and wet and happy.
b) Rain is water that falls from the sky.
c) Rain is shiny and wet and small.
d) Rain is shiny and wet and sad.
",[1 2 3 4],"Rain is a collection of tears.
In contrast, rain is not made of tears.
This contrast projects the properties of being wet and shiny to rain, so the speaker is saying a) rain is shiny and wet and happy.",1.0,a
108,108,Nonliterary,1.0,46.0,0.0,Perception is the father of memory.,4.53,4.97,2.93,4.17,2.9,3.93,3.1,3.17,4.47,1.33,You only remember what you see.,You only remember what you do.,Perception is part of experience.,You can remember everything.,,"""Perception is the father of memory.""

a) Perception is part of experience.
b) You only remember what you see.
c) You can remember everything.
d) You only remember what you do.
",[2 4 1 3],"Experience is what happens while you are awake.
In contrast, perception is what people see and remember.
This contrast projects the property of being part of experience from perception to experience, so the speaker is saying b) you only remember what you see.",4.0,b
109,109,Nonliterary,1.0,223.0,0.0,The pursuit of peace is a tortoise.,4.47,5.43,3.03,4.13,3.93,4.5,4.03,2.63,3.73,1.69,Progress has been slow in the pursuit of peace.,Progess has been amphibious in the pursuit of peace.,The pursuit of peace is seeking non-violent resolutions to problems.,Progress has been fast in the pursuit of peace.,,"""The pursuit of peace is a tortoise.""

a) The pursuit of peace is seeking non-violent resolutions to problems.
b) Progress has been fast in the pursuit of peace.
c) Progess has been amphibious in the pursuit of peace.
d) Progress has been slow in the pursuit of peace.
",[2 1 3 4],"Peace is seeking a resolution to a problem without violence.
In contrast, violence is an immediate and direct solution to a problem.
This contrast projects the property of resolving a problem without violence to the pursuit of peace, so the speaker is saying a) the pursuit of peace is seeking non-violent resolutions to problems.",2.0,a
110,110,Nonliterary,1.0,73.0,0.0,Religion is the lifeblood of society.,4.9,4.9,3.17,3.83,2.9,3.53,3.33,3.6,3.86,1.83,Religion connects people in society.,Religion is necessary for society.,Religion is a particular system of faith and worship.,Religion is detrimental to society.,,"""Religion is the lifeblood of society.""

a) Religion is detrimental to society.
b) Religion connects people in society.
c) Religion is a particular system of faith and worship.
d) Religion is necessary for society.
",[1 4 2 3],"Society needs religion to connect people and give them a system of faith and worship.
In contrast, religion is detrimental to the health and well-being of society.
This contrast projects the property of being detrimental to society to religion, so the speaker is saying c) religion is a particular system of faith and worship.",2.0,c
111,111,Nonliterary,1.0,174.0,0.0,Ritual is the prison of individuality.,4.77,5.03,3.1,4.0,3.83,3.43,3.6,3.33,4.3,1.48,Ritual eliminates self-expression.,Ritual is physically confining.,Ritual is a behavior done as religious rite.,Ritual encourages self-expression.,,"""Ritual is the prison of individuality.""

a) Ritual is physically confining.
b) Ritual encourages self-expression.
c) Ritual eliminates self-expression.
d) Ritual is a behavior done as religious rite.
",[3 1 4 2],"A behavior is done as part of a religious ceremony.
In contrast, behavior is not confined by ritual.
This contrast projects the property of freedom from confinement to ritual, so the speaker is saying c) ritual eliminates self-expression.",4.0,c
112,112,Nonliterary,1.0,31.0,2.0,A dusty and crowded attic is a paradise to child.,6.0,6.1,4.97,4.8,5.03,4.67,5.63,5.07,4.97,2.03,A dusty and crowded attic is fun for children.,A dusty and crowded attic has a lot of memories.,A dusty and crowded attic is a room in a house.,A dusty and crowded attic is a scary place,,"""A dusty and crowded attic is a paradise to child.""

a) A dusty and crowded attic is a scary place
b) A dusty and crowded attic has a lot of memories.
c) A dusty and crowded attic is a room in a house.
d) A dusty and crowded attic is fun for children.
",[1 3 2 4],"Childhood is a time when things are simple and uncomplicated.
In contrast, an attic is a dusty and crowded place where things are not organized.
This contrast projects the properties of being unorganized and messy to an attic, so the speaker is saying c) an attic is a room in a house.",2.0,c
113,113,Nonliterary,1.0,72.0,0.0,A dog's stomach is his master's alarm clock.,5.03,5.97,3.07,4.37,3.9,3.17,4.0,3.4,3.55,1.45,Dog's are responsive to hunger.,Dog's dislike hunger.,A dog's stomach is an organ.,Dog's don't know when they're hungry.,,"""A dog's stomach is his master's alarm clock.""

a) A dog's stomach is an organ.
b) Dog's are responsive to hunger.
c) Dog's dislike hunger.
d) Dog's don't know when they're hungry.
",[2 4 3 1],"A dog's stomach is an organ that is sensitive to hunger.
In contrast, a dog's are not responsive to hunger.
This contrast projects the property of not being responsive to hunger to a dog's stomach, so the speaker is saying c) dog's dislike hunger.",3.0,c
114,114,Nonliterary,1.0,186.0,0.0,The winner's cup is the athlete's crown.,5.53,5.9,4.13,4.3,5.37,4.93,4.67,4.07,5.57,1.83,The winner's cup is the prize.,The winner's cup is a hat.,The winner's cup is award for winning the competition.,The winner's cup is a toy.,,"""The winner's cup is the athlete's crown.""

a) The winner's cup is the prize.
b) The winner's cup is a toy.
c) The winner's cup is award for winning the competition.
d) The winner's cup is a hat.
",[4 1 2 3],"The winner's cup is the prize for winning the competition.
In contrast, the athlete's crown is the hat that the winner wears.
This contrast projects the property of being the award for winning the competition to the winner's cup, so the speaker is saying c) the winner's cup is a toy.",2.0,c
115,115,Literary,1.0,32.0,8.0,Clouds are tossed pillows.,6.37,5.97,3.17,4.73,5.97,5.77,5.77,4.93,4.3,1.93,Clouds can look scattered around.,Clouds can look intricate.,Clouds are a visible mass of condensed water floating in the atmosphere.,Clouds can look orderly.,,"""Clouds are tossed pillows.""

a) Clouds can look scattered around.
b) Clouds can look intricate.
c) Clouds can look orderly.
d) Clouds are a visible mass of condensed water floating in the atmosphere.
",[4 3 1 2],"Pillows are soft and designed to help people rest.
In contrast, clouds are not soft and can be seen as a mass of condensed water.
This contrast projects the properties of being soft and being a mass of condensed water to clouds, so the speaker is saying b) clouds can look intricate.",3.0,b
116,116,Nonliterary,1.0,147.0,0.0,Smog is a shroud.,4.73,5.23,4.0,4.07,3.97,3.7,4.7,3.93,4.07,1.43,Smog makes it hard to see.,Smog is made of cloth.,Smog is pollution.,Smog makes it easy to see.,,"""Smog is a shroud.""

a) Smog makes it easy to see.
b) Smog is made of cloth.
c) Smog makes it hard to see.
d) Smog is pollution.
",[1 3 4 2],"A shroud is a type of clothing worn mainly in colder climates to protect the body from the elements.
In contrast, smog is not a clothing and cannot protect the body.
This contrast projects the property of protecting the body from the environment to smog, so the speaker is saying c) smog makes it hard to see.",4.0,c
117,117,Literary,1.0,92.0,3.0,Stars are dancers.,5.2,5.3,2.97,3.47,5.53,5.07,4.87,4.8,3.63,2.17,The way that stars move around is entertaining.,The way that stars move around is boring.,Stars are in the sky.,The way that stars move around is invisible.,,"""Stars are dancers.""

a) The way that stars move around is boring.
b) Stars are in the sky.
c) The way that stars move around is invisible.
d) The way that stars move around is entertaining.
",[3 2 1 4],"A dancer moves their body in a way that makes them look pretty.
In contrast, the way that stars move around is not entertaining.
This contrast projects the property of being entertaining to how stars move around, so the speaker is saying c) the way that stars move around is invisible.",1.0,c
118,118,Literary,1.0,153.0,7.0,Snow is a down-pelt for winter.,5.5,5.47,4.07,3.93,4.87,5.23,4.43,5.2,4.83,1.73,Snow is soft and heavy.,Snow is warm.,Snow is frozen water that falls from the sky.,Snow is cold and rough.,,"""Snow is a down-pelt for winter.""

a) Snow is soft and heavy.
b) Snow is cold and rough.
c) Snow is warm.
d) Snow is frozen water that falls from the sky.
",[4 1 3 2],"
Down is the soft and warm layer of the fur of an animal.
In contrast, snow is the soft, heavy, and cold layer of the fur of an animal.
This contrast projects the property of being soft and heavy to snow, so the speaker is saying b) snow is cold and rough.",1.0,b
119,119,Nonliterary,1.0,252.0,23.0,The stars are snowflakes that never fall.,5.52,5.9,2.6,4.27,4.76,5.14,5.21,2.96,4.17,1.81,The stars are intricate and beautiful feature of the night sky.,The stars are large balls of fire that are always in the sky.,The stars are fireballs.,The stars are simple and bland feature of the night sky.,,"""The stars are snowflakes that never fall.""

a) The stars are simple and bland feature of the night sky.
b) The stars are fireballs.
c) The stars are intricate and beautiful feature of the night sky.
d) The stars are large balls of fire that are always in the sky.
",[1 2 4 3],"A snowflake is a simple and plain feature of the night sky.
In contrast, the stars are large balls of fire that are always in the sky.
This contrast projects the properties of being simple and plain to the stars and being large and fiery to the stars, so the speaker is saying b) the stars are fireballs.",2.0,b
120,120,Nonliterary,1.0,16.0,0.0,Greed is a hugry buzzard.,5.84,5.92,3.23,4.6,4.66,4.24,5.15,3.66,4.48,2.12,Greed is shameless.,Greed can fly.,Greed is an emotion.,Greed is good.,,"""Greed is a hugry buzzard.""

a) Greed can fly.
b) Greed is an emotion.
c) Greed is shameless.
d) Greed is good.
",[3 2 4 1],"A hugry buzzard is a bird that feeds on corpses.
In contrast, greed is not an animal and can't actually fly.
This contrast projects the property of flying to greed, so the speaker is saying a) greed can fly.",3.0,a
121,121,Nonliterary,1.0,187.0,0.0,Adventure is a roller-coaster.,5.7,5.93,3.83,4.3,5.37,5.5,5.07,4.73,4.47,2.24,Adventure includes positive and negative experiences.,Adventure is fast.,Adventure is an exciting emotion.,Adventure is calm.,,"""Adventure is a roller-coaster.""

a) Adventure includes positive and negative experiences.
b) Adventure is an exciting emotion.
c) Adventure is fast.
d) Adventure is calm.
",[4 2 3 1],"A roller coaster is an amusement park ride that typically includes curves, hills, and other features that make it exciting.
In contrast, adventure usually includes both positive and negative experiences.
This contrast projects the property of including both positive and negative experiences to adventure, so the speaker is saying a) adventure includes positive and negative experiences.",4.0,a
122,122,Literary,1.0,141.0,0.0,Peas in their pods are summer children in their mothers.,5.1,5.07,3.3,4.37,4.83,4.43,4.27,4.07,3.73,1.57,Peas grow together inside a pod that nurtures them.,Peas grow together inside a pod that touches them.,Peas in their pods are veggetables.,Peas grow together inside a pod that harms them.,,"""Peas in their pods are summer children in their mothers.""

a) Peas in their pods are veggetables.
b) Peas grow together inside a pod that touches them.
c) Peas grow together inside a pod that harms them.
d) Peas grow together inside a pod that nurtures them.
",[2 3 1 4],"
Vegetables are plants that reproduce asexually.
In contrast, peas grow together inside a pod that touches them.
This contrast projects the property of being together inside a pod from peas to vegetables, so the speaker is saying a) peas in their pods are summer children in their mothers.",2.0,a
123,123,Nonliterary,1.0,109.0,16.0,History is a magnet.,3.87,4.13,2.7,3.13,2.17,2.53,2.97,2.52,2.97,1.39,History attracts certain people.,History is a small piece of metal.,History is told in books.,Everyone hates history.,,"""History is a magnet.""

a) History is a small piece of metal.
b) History is told in books.
c) Everyone hates history.
d) History attracts certain people.
",[3 2 1 4],"A magnet attracts metal.
In contrast, history does not have the physical property of being a magnet.
This contrast projects the property of attracting metal to history, so the speaker is saying c) history attracts certain people.",1.0,c
124,124,Nonliterary,1.0,3.0,7.0,A tree is an umbrella.,5.6,5.83,3.15,4.88,4.69,5.1,4.77,4.41,4.7,2.04,A tree can offer protection from the rain.,A tree can be a fashion accessory.,A tree is a plant.,A tree cannot offer protection from the rain.,,"""A tree is an umbrella.""

a) A tree can offer protection from the rain.
b) A tree can be a fashion accessory.
c) A tree is a plant.
d) A tree cannot offer protection from the rain.
",[4 3 2 1],"An umbrella is a type of shelter that protects people from the rain.
In contrast, a tree is not a type of shelter.
This contrast projects the property of offering protection from the rain to a tree, so the speaker is saying d) a tree cannot offer protection from the rain.",1.0,d
125,125,Literary,1.0,27.0,0.0,Sunlight is golden dust.,6.03,5.97,3.77,5.03,5.87,5.47,5.27,5.33,4.4,1.8,Sunlight sparkles.,Sunlight can be bottled.,Sunlight is light from the sun.,Sunlight is dull.,,"""Sunlight is golden dust.""

a) Sunlight can be bottled.
b) Sunlight sparkles.
c) Sunlight is light from the sun.
d) Sunlight is dull.
",[3 4 2 1],"Gold is shiny and is the best conductor of electricity.
In contrast, sunlight is not shiny and is not a good conductor of electricity.
This contrast projects the property of being shiny to sunlight, so the speaker is saying c) sunlight sparkles.",2.0,c
126,126,Nonliterary,1.0,235.0,0.0,Growing up is the funeral of youth.,4.86,5.07,3.3,3.97,3.47,2.43,3.87,3.03,3.2,1.86,People change as they age.,Growing up is sad.,Growing up is what happens to people over time.,Growing up is easy.,,"""Growing up is the funeral of youth.""

a) People change as they age.
b) Growing up is what happens to people over time.
c) Growing up is sad.
d) Growing up is easy.
",[4 2 3 1],"People change as they age.
In contrast, growing up is not something that happens to people.
This contrast projects the property of not happening to people to growing up, so the speaker is saying c) growing up is sad.",3.0,c
127,127,Literary,1.0,89.0,0.0,An autumn storm is the funeral song of the dying year.,5.07,5.77,3.8,4.83,4.87,4.37,4.37,5.33,4.37,1.77,An autumn storm is a final indicator of an ending year.,An autumn storm is a loud indicator of an ending year.,An autumn storm is an intense weather event that happens in fall.,An autumn storm is the first indicator of an ending year.,,"""An autumn storm is the funeral song of the dying year.""

a) An autumn storm is an intense weather event that happens in fall.
b) An autumn storm is a final indicator of an ending year.
c) An autumn storm is the first indicator of an ending year.
d) An autumn storm is a loud indicator of an ending year.
",[2 4 1 3],"A funeral song is a sad and sorrowful song.
In contrast, an autumn storm is not a song.
This contrast projects the property of being a song to an autumn storm, so the speaker is saying b) an autumn storm is the final indicator of an ending year.",4.0,b
128,128,Literary,1.0,22.0,9.0,Love is an antidote for the world's ills.,6.57,6.5,4.87,4.53,3.93,3.93,4.0,5.9,3.97,1.6,The world's problems can be solved with love.,The world's problems can be understood with love.,Love is an emotion.,The world's problems can be made worse with love.,,"""Love is an antidote for the world's ills.""

a) The world's problems can be solved with love.
b) Love is an emotion.
c) The world's problems can be understood with love.
d) The world's problems can be made worse with love.
",[4 2 3 1],"

Love is an emotion that can solve the world's problems.
In contrast, love can make the world's problems worse.
This contrast projects the property of resolving the world's problems with love, so the speaker is saying c) the world's problems can be understood with love.",3.0,c
129,129,Literary,1.0,120.0,0.0,An avalanche is a thunderbolt of snow.,6.17,6.2,4.63,4.3,6.23,5.93,5.43,5.43,5.43,1.8,An avalanche is powerful.,An avalanche is loud.,An avalanche is a mass of snow and ice falling down a mountainside.,An avalanche is weak.,,"""An avalanche is a thunderbolt of snow.""

a) An avalanche is powerful.
b) An avalanche is weak.
c) An avalanche is loud.
d) An avalanche is a mass of snow and ice falling down a mountainside.
",[4 1 3 2],"A thunderbolt is a very powerful event.
In contrast, an avalanche is not a powerful event.
This contrast projects the property of power to an avalanche, so the speaker is saying b) an avalanche is weak.",1.0,b
130,130,Nonliterary,1.0,127.0,17.0,Money is blood.,3.7,4.03,2.7,2.83,3.2,3.38,3.23,2.79,2.23,1.75,Money is how people buy and sell goods and services.,Money is easy to spend.,Money is a medium of economic exchange.,Money makes it harder to get things done.,,"""Money is blood.""

a) Money is how people buy and sell goods and services.
b) Money is easy to spend.
c) Money is a medium of economic exchange.
d) Money makes it harder to get things done.
",[4 3 2 1],"Blood is necessary for people to live.
Money is used to buy and sell goods and services.
Money makes it easier to get things done.
This contrasts money with blood, so the speaker is saying d) money makes it harder to get things done.",1.0,d
131,131,Nonliterary,1.0,199.0,0.0,Mimes are wooden statues.,3.2,3.6,2.77,2.47,2.9,2.07,3.57,2.27,2.47,1.34,Mimes are very still.,Mimes are made of wood.,Mimes are people who portray characters through gesture.,Mimes are active.,,"""Mimes are wooden statues.""

a) Mimes are active.
b) Mimes are people who portray characters through gesture.
c) Mimes are made of wood.
d) Mimes are very still.
",[1 2 3 4],"A statue is a still object.
In contrast, mimes are active and use their body to portray characters.
This contrasts projects the property of being active from mimes to statues, so the speaker is saying c) mimes are made of wood.",3.0,c
132,132,Literary,1.0,124.0,0.0,Ancient wisdom is a fountain which makes you thirstier the more you drink.,5.67,5.93,4.07,5.27,4.33,4.3,4.4,5.8,4.6,1.7,Ancient wisdom is really interesting.,Ancient wisdom is unfulfilling.,Ancient wisdom is knowledge and experience that has been available for a long time.,Ancient wisdom is boring.,,"""Ancient wisdom is a fountain which makes you thirstier the more you drink.""

a) Ancient wisdom is really interesting.
b) Ancient wisdom is unfulfilling.
c) Ancient wisdom is knowledge and experience that has been available for a long time.
d) Ancient wisdom is boring.
",[4 3 2 1],"
Ancient wisdom is knowledge and experience that is really interesting.
In contrast, ancient wisdom is unfulfilling.
This contrast projects the property of being interesting to ancient wisdom, so the speaker is saying a) ancient wisdom is really interesting.",4.0,a
133,133,Nonliterary,1.0,65.0,0.0,A flower is a grounded bird,3.63,3.73,2.37,2.93,2.2,2.53,2.87,2.4,2.48,1.21,A flower looks different and more beautiful than most plants.,A flower looks different and more delicate than most plants.,A flower is a plant.,A flower looks different and more disgusting than most plants.,,"""A flower is a grounded bird""

a) A flower looks different and more delicate than most plants.
b) A flower looks different and more disgusting than most plants.
c) A flower is a plant.
d) A flower looks different and more beautiful than most plants.
",[3 1 2 4],"A grounded bird is one that is grounded in the earth.
In contrast, a flower is not grounded.
This contrast projects the property of being grounded to a flower, so the speaker is saying a) a flower looks different and more delicate than most plants.",3.0,a
