,Type,Include,ID,Group,Statement,CMP,ESI,MET,MGD,IMG,IMS,IMP,FAM,SRL,ALT,Good (4),Less good (3),Semantic (2) - category/desription,Bad (1),NOTE,prompt,values,model_response
117,Literary,1.0,92.0,3.0,Stars are dancers.,5.2,5.3,2.97,3.47,5.53,5.07,4.87,4.8,3.63,2.17,The way that stars move around is entertaining.,The way that stars move around is boring.,Stars are in the sky.,The way that stars move around is invisible.,,"""Stars are dancers.""

a) The way that stars move around is boring.
b) Stars are in the sky.
c) The way that stars move around is invisible.
d) The way that stars move around is entertaining.
",[3 2 1 4],The speaker is saying c) the way that stars move around is invisible.
118,Literary,1.0,153.0,7.0,Snow is a down-pelt for winter.,5.5,5.47,4.07,3.93,4.87,5.23,4.43,5.2,4.83,1.73,Snow is soft and heavy.,Snow is warm.,Snow is frozen water that falls from the sky.,Snow is cold and rough.,,"""Snow is a down-pelt for winter.""

a) Snow is soft and heavy.
b) Snow is cold and rough.
c) Snow is warm.
d) Snow is frozen water that falls from the sky.
",[4 1 3 2],"
Snow is soft and heavy because it's covered in ice.
Snow is cold and rough because it's made of ice.
Snow is warm because it's made of water.
Snow is frozen water that falls from the sky."
119,Nonliterary,1.0,252.0,23.0,The stars are snowflakes that never fall.,5.52,5.9,2.6,4.27,4.76,5.14,5.21,2.96,4.17,1.81,The stars are intricate and beautiful feature of the night sky.,The stars are large balls of fire that are always in the sky.,The stars are fireballs.,The stars are simple and bland feature of the night sky.,,"""The stars are snowflakes that never fall.""

a) The stars are simple and bland feature of the night sky.
b) The stars are fireballs.
c) The stars are intricate and beautiful feature of the night sky.
d) The stars are large balls of fire that are always in the sky.
",[1 2 4 3],The speaker is saying c) the stars are intricate and beautiful feature of the night sky.
120,Nonliterary,1.0,16.0,0.0,Greed is a hugry buzzard.,5.84,5.92,3.23,4.6,4.66,4.24,5.15,3.66,4.48,2.12,Greed is shameless.,Greed can fly.,Greed is an emotion.,Greed is good.,,"""Greed is a hugry buzzard.""

a) Greed can fly.
b) Greed is an emotion.
c) Greed is shameless.
d) Greed is good.
",[3 2 4 1],The speaker is saying c) greed is shameless.
121,Nonliterary,1.0,187.0,0.0,Adventure is a roller-coaster.,5.7,5.93,3.83,4.3,5.37,5.5,5.07,4.73,4.47,2.24,Adventure includes positive and negative experiences.,Adventure is fast.,Adventure is an exciting emotion.,Adventure is calm.,,"""Adventure is a roller-coaster.""

a) Adventure includes positive and negative experiences.
b) Adventure is an exciting emotion.
c) Adventure is fast.
d) Adventure is calm.
",[4 2 3 1],The speaker is saying a) adventure includes positive and negative experiences.
122,Literary,1.0,141.0,0.0,Peas in their pods are summer children in their mothers.,5.1,5.07,3.3,4.37,4.83,4.43,4.27,4.07,3.73,1.57,Peas grow together inside a pod that nurtures them.,Peas grow together inside a pod that touches them.,Peas in their pods are veggetables.,Peas grow together inside a pod that harms them.,,"""Peas in their pods are summer children in their mothers.""

a) Peas in their pods are veggetables.
b) Peas grow together inside a pod that touches them.
c) Peas grow together inside a pod that harms them.
d) Peas grow together inside a pod that nurtures them.
",[2 3 1 4],The speaker is saying c) peas grow together inside a pod that harms them.
123,Nonliterary,1.0,109.0,16.0,History is a magnet.,3.87,4.13,2.7,3.13,2.17,2.53,2.97,2.52,2.97,1.39,History attracts certain people.,History is a small piece of metal.,History is told in books.,Everyone hates history.,,"""History is a magnet.""

a) History is a small piece of metal.
b) History is told in books.
c) Everyone hates history.
d) History attracts certain people.
",[3 2 1 4],The speaker is saying c) history is told in books.
124,Nonliterary,1.0,3.0,7.0,A tree is an umbrella.,5.6,5.83,3.15,4.88,4.69,5.1,4.77,4.41,4.7,2.04,A tree can offer protection from the rain.,A tree can be a fashion accessory.,A tree is a plant.,A tree cannot offer protection from the rain.,,"""A tree is an umbrella.""

a) A tree can offer protection from the rain.
b) A tree can be a fashion accessory.
c) A tree is a plant.
d) A tree cannot offer protection from the rain.
",[4 3 2 1],The speaker is saying a) A tree can offer protection from the rain.
125,Literary,1.0,27.0,0.0,Sunlight is golden dust.,6.03,5.97,3.77,5.03,5.87,5.47,5.27,5.33,4.4,1.8,Sunlight sparkles.,Sunlight can be bottled.,Sunlight is light from the sun.,Sunlight is dull.,,"""Sunlight is golden dust.""

a) Sunlight can be bottled.
b) Sunlight sparkles.
c) Sunlight is light from the sun.
d) Sunlight is dull.
",[3 4 2 1],The speaker is saying c) sunlight is light from the sun.
126,Nonliterary,1.0,235.0,0.0,Growing up is the funeral of youth.,4.86,5.07,3.3,3.97,3.47,2.43,3.87,3.03,3.2,1.86,People change as they age.,Growing up is sad.,Growing up is what happens to people over time.,Growing up is easy.,,"""Growing up is the funeral of youth.""

a) People change as they age.
b) Growing up is what happens to people over time.
c) Growing up is sad.
d) Growing up is easy.
",[4 2 3 1],Growing up is sad.
127,Literary,1.0,89.0,0.0,An autumn storm is the funeral song of the dying year.,5.07,5.77,3.8,4.83,4.87,4.37,4.37,5.33,4.37,1.77,An autumn storm is a final indicator of an ending year.,An autumn storm is a loud indicator of an ending year.,An autumn storm is an intense weather event that happens in fall.,An autumn storm is the first indicator of an ending year.,,"""An autumn storm is the funeral song of the dying year.""

a) An autumn storm is an intense weather event that happens in fall.
b) An autumn storm is a final indicator of an ending year.
c) An autumn storm is the first indicator of an ending year.
d) An autumn storm is a loud indicator of an ending year.
",[2 4 1 3],The speaker is saying b) an autumn storm is the first indicator of an ending year.
128,Literary,1.0,22.0,9.0,Love is an antidote for the world's ills.,6.57,6.5,4.87,4.53,3.93,3.93,4.0,5.9,3.97,1.6,The world's problems can be solved with love.,The world's problems can be understood with love.,Love is an emotion.,The world's problems can be made worse with love.,,"""Love is an antidote for the world's ills.""

a) The world's problems can be solved with love.
b) Love is an emotion.
c) The world's problems can be understood with love.
d) The world's problems can be made worse with love.
",[4 2 3 1],The speaker is saying c) The world's problems can be made worse with love.
129,Literary,1.0,120.0,0.0,An avalanche is a thunderbolt of snow.,6.17,6.2,4.63,4.3,6.23,5.93,5.43,5.43,5.43,1.8,An avalanche is powerful.,An avalanche is loud.,An avalanche is a mass of snow and ice falling down a mountainside.,An avalanche is weak.,,"""An avalanche is a thunderbolt of snow.""

a) An avalanche is powerful.
b) An avalanche is weak.
c) An avalanche is loud.
d) An avalanche is a mass of snow and ice falling down a mountainside.
",[4 1 3 2],The speaker is saying c) an avalanche is loud.
130,Nonliterary,1.0,127.0,17.0,Money is blood.,3.7,4.03,2.7,2.83,3.2,3.38,3.23,2.79,2.23,1.75,Money is how people buy and sell goods and services.,Money is easy to spend.,Money is a medium of economic exchange.,Money makes it harder to get things done.,,"""Money is blood.""

a) Money is how people buy and sell goods and services.
b) Money is easy to spend.
c) Money is a medium of economic exchange.
d) Money makes it harder to get things done.
",[4 3 2 1],The speaker is saying c) money is a medium of economic exchange.
131,Nonliterary,1.0,199.0,0.0,Mimes are wooden statues.,3.2,3.6,2.77,2.47,2.9,2.07,3.57,2.27,2.47,1.34,Mimes are very still.,Mimes are made of wood.,Mimes are people who portray characters through gesture.,Mimes are active.,,"""Mimes are wooden statues.""

a) Mimes are active.
b) Mimes are people who portray characters through gesture.
c) Mimes are made of wood.
d) Mimes are very still.
",[1 2 3 4],The speaker is saying b) mimes are people who portray characters through gesture.
132,Literary,1.0,124.0,0.0,Ancient wisdom is a fountain which makes you thirstier the more you drink.,5.67,5.93,4.07,5.27,4.33,4.3,4.4,5.8,4.6,1.7,Ancient wisdom is really interesting.,Ancient wisdom is unfulfilling.,Ancient wisdom is knowledge and experience that has been available for a long time.,Ancient wisdom is boring.,,"""Ancient wisdom is a fountain which makes you thirstier the more you drink.""

a) Ancient wisdom is really interesting.
b) Ancient wisdom is unfulfilling.
c) Ancient wisdom is knowledge and experience that has been available for a long time.
d) Ancient wisdom is boring.
",[4 3 2 1],The speaker is saying c) ancient wisdom is knowledge and experience that has been available for a long time.
133,Nonliterary,1.0,65.0,0.0,A flower is a grounded bird,3.63,3.73,2.37,2.93,2.2,2.53,2.87,2.4,2.48,1.21,A flower looks different and more beautiful than most plants.,A flower looks different and more delicate than most plants.,A flower is a plant.,A flower looks different and more disgusting than most plants.,,"""A flower is a grounded bird""

a) A flower looks different and more delicate than most plants.
b) A flower looks different and more disgusting than most plants.
c) A flower is a plant.
d) A flower looks different and more beautiful than most plants.
",[3 1 2 4],The speaker is saying c) a flower is a plant.
134,Nonliterary,1.0,170.0,0.0,Work is the opium of successful people.,5.17,5.4,4.57,4.57,4.3,4.4,4.2,4.6,4.37,2.03,Successful people are addicted to work.,Successful people are habitual workers.,Work is an activity that involves effort.,Successful people never work.,,"""Work is the opium of successful people.""

a) Successful people never work.
b) Successful people are addicted to work.
c) Work is an activity that involves effort.
d) Successful people are habitual workers.
",[1 4 2 3],The speaker is saying b) successful people are addicted to work.
135,Literary,1.0,54.0,1.0,Time is a moving escalator.,5.63,5.83,4.13,5.87,4.13,4.43,5.23,5.1,4.07,2.17,Time never stops.,Time is jagged.,Time is continued progress of existence.,Time is extremely valuable.,,"""Time is a moving escalator.""

a) Time is continued progress of existence.
b) Time never stops.
c) Time is jagged.
d) Time is extremely valuable.
",[2 4 3 1],The speaker is saying c) time is jagged.
136,Nonliterary,1.0,32.0,0.0,A long distance swimmer is a fearless warrior.,6.03,5.69,4.1,4.57,4.77,4.93,5.1,4.4,4.6,1.9,A long distance swimmer is courageous.,A long distance swimmer is smart.,A long distance swimmer is an athlete.,A long distance swimmer is scared.,,"""A long distance swimmer is a fearless warrior.""

a) A long distance swimmer is courageous.
b) A long distance swimmer is an athlete.
c) A long distance swimmer is smart.
d) A long distance swimmer is scared.
",[4 2 3 1],The speaker is saying c) a long distance swimmer is smart.
137,Literary,1.0,201.0,0.0,Melancholy is a weeping cloud.,5.03,4.77,2.97,4.1,4.73,3.93,4.6,4.37,3.5,1.53,Melancholy is profound grief.,Melancholy is soft.,Melancholy is feeling very sad.,Melancholy is wet.,,"""Melancholy is a weeping cloud.""

a) Melancholy is profound grief.
b) Melancholy is soft.
c) Melancholy is wet.
d) Melancholy is feeling very sad.
",[4 3 1 2],The speaker is saying c) melancholy is soft.
138,Literary,1.0,127.0,0.0,Tears are a mother's weakness.,5.33,4.93,5.13,3.27,4.47,4.63,3.6,4.77,3.47,1.97,Tears always elicit sympathy from mothers.,Tears are hard for mothers to lift up.,Tears commonly express sadness.,Tears never elicit sympathy from mothers.,,"""Tears are a mother's weakness.""

a) Tears commonly express sadness.
b) Tears are hard for mothers to lift up.
c) Tears never elicit sympathy from mothers.
d) Tears always elicit sympathy from mothers.
",[2 3 1 4],The speaker is saying d) tears always elicit sympathy from mothers.
139,Nonliterary,1.0,2.0,0.0,A dog is a walking stick.,3.56,3.38,1.96,2.12,2.03,2.97,2.85,2.55,1.89,1.65,A dog can support you on a walk.,You can carry a dog on a walk.,A dog is a mammal.,A dog can hurt you on a walk.,,"""A dog is a walking stick.""

a) A dog is a mammal.
b) A dog can support you on a walk.
c) You can carry a dog on a walk.
d) A dog can hurt you on a walk.
",[2 4 3 1],The speaker is saying c) you can carry a dog on a walk.
140,Nonliterary,1.0,212.0,0.0,Anger is a blizzard.,5.4,5.97,3.2,4.17,5.5,4.73,4.97,4.1,4.13,2.24,Anger is chaotic.,Anger is snowy.,Anger is an intense emotion.,Anger is predictable.,,"""Anger is a blizzard.""

a) Anger is chaotic.
b) Anger is an intense emotion.
c) Anger is predictable.
d) Anger is snowy.
",[4 2 1 3],"
The speaker is saying a) anger is chaotic."
141,Nonliterary,1.0,121.0,25.0,The wind is a cat.,2.9,2.8,2.0,2.13,1.53,1.9,2.37,1.66,1.6,1.29,The wind seems agile and graceful.,The wind seems furry and cute.,The wind is air that blows.,The wind seems clumsy and lumbering.,,"""The wind is a cat.""

a) The wind seems furry and cute.
b) The wind seems agile and graceful.
c) The wind is air that blows.
d) The wind seems clumsy and lumbering.
",[3 4 2 1],The speaker is saying c) the wind seems clumsy and lumbering.
142,Nonliterary,1.0,224.0,0.0,Beaches are grills.,5.4,5.07,2.5,3.3,4.3,4.43,4.5,3.3,3.63,1.69,Beaches are hot.,Beaches cook food.,Beaches are filled with sand.,Beaches are cold.,,"""Beaches are grills.""

a) Beaches are cold.
b) Beaches cook food.
c) Beaches are filled with sand.
d) Beaches are hot.
",[1 3 2 4],The speaker is saying c) Beaches are filled with sand.
143,Nonliterary,1.0,95.0,0.0,Airplanes are angry birds.,4.83,4.43,2.33,2.87,4.4,3.87,3.87,2.6,2.63,1.32,Airplanes fly on their own course.,Airplanes sometimes attack.,Airplanes are flying vehicles.,Airplanes bring joy.,,"""Airplanes are angry birds.""

a) Airplanes fly on their own course.
b) Airplanes sometimes attack.
c) Airplanes are flying vehicles.
d) Airplanes bring joy.
",[4 3 2 1],The speaker is saying a) airplanes sometimes attack.
144,Literary,1.0,131.0,0.0,Faithful love is a tree standing through the stormiest hour.,6.23,6.3,3.93,5.73,6.1,4.9,5.93,6.3,5.07,1.93,Faithful love is strong and supportive.,Faithful love is tall and protects from rain.,Faithful love is long-lasting love.,Faithful love is exhausting.,,"""Faithful love is a tree standing through the stormiest hour.""

a) Faithful love is long-lasting love.
b) Faithful love is exhausting.
c) Faithful love is strong and supportive.
d) Faithful love is tall and protects from rain.
",[2 1 4 3],"Faithful love is long-lasting love.
Faithful love is exhausting.
Faithful love is strong and supportive.
Faithful love is tall and protects from rain."
145,Nonliterary,1.0,13.0,0.0,A garbage truck is a hungry scavenger.,6.36,6.33,2.96,5.6,5.14,5.59,5.62,4.45,4.59,1.92,A garbage truck agressively looks for trash.,A garbage truck can hold a lot of trash.,A garbage truck is a large vehicle.,A garbage truck waits for trash to be dropped off.,,"""A garbage truck is a hungry scavenger.""

a) A garbage truck agressively looks for trash.
b) A garbage truck is a large vehicle.
c) A garbage truck waits for trash to be dropped off.
d) A garbage truck can hold a lot of trash.
",[4 2 1 3],The speaker is saying c) a garbage truck waits for trash to be dropped off.
146,Nonliterary,1.0,80.0,17.0,Money is penicillin.,3.53,3.73,2.4,2.5,2.3,2.8,1.7,2.0,2.1,0.97,Money can make problems go away.,Money is easy to spend.,Money is a medium of economic exchange.,Money makes it harder to get things done.,,"""Money is penicillin.""

a) Money is easy to spend.
b) Money can make problems go away.
c) Money is a medium of economic exchange.
d) Money makes it harder to get things done.
",[3 4 2 1],The speaker is saying c) money is a medium of economic exchange.
147,Nonliterary,1.0,218.0,0.0,The cigar is the skunk of smokes.,5.76,6.3,3.67,4.77,4.87,4.8,5.07,4.17,4.43,1.69,The cigar is the worst smelling of smokes.,The cigar has a white stripe.,The cigar is rolled tobacco.,The cigar is the best smelling of smokes.,,"""The cigar is the skunk of smokes.""

a) The cigar is the worst smelling of smokes.
b) The cigar has a white stripe.
c) The cigar is the best smelling of smokes.
d) The cigar is rolled tobacco.
",[4 3 1 2],The speaker is saying c) the cigar is the best smelling of smokes.
148,Nonliterary,1.0,45.0,0.0,A train is a large worm.,5.63,5.93,2.73,3.3,5.3,5.13,4.93,3.2,3.43,1.93,Trains are long and thin.,Trains are small.,A train is a large vehicle.,Trains are short and wide.,,"""A train is a large worm.""

a) Trains are short and wide.
b) Trains are small.
c) A train is a large vehicle.
d) Trains are long and thin.
",[1 3 2 4],The speaker is saying c) a train is a large vehicle.
149,Nonliterary,1.0,169.0,0.0,Lies are a swamp.,4.97,4.83,2.83,3.77,3.53,3.93,3.83,3.57,3.47,2.27,Lies are risky.,Lies are hot.,Lies are stories that never happened.,Lies are necessary.,,"""Lies are a swamp.""

a) Lies are hot.
b) Lies are risky.
c) Lies are necessary.
d) Lies are stories that never happened.
",[3 4 1 2],The speaker is saying c) lies are necessary.
150,Nonliterary,1.0,137.0,0.0,Thought is a boiling kettle.,4.82,5.76,3.1,4.37,4.1,3.67,4.1,3.63,3.87,1.78,Thought is an active process.,Thought is a process that involves a lot of pressure.,Thought is what happens in the mind.,Thought is a passive process.,,"""Thought is a boiling kettle.""

a) Thought is a passive process.
b) Thought is a process that involves a lot of pressure.
c) Thought is what happens in the mind.
d) Thought is an active process.
",[1 3 2 4],The speaker is saying d) thought is an active process.
